Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Raqt,2013.0,180.0,"Horror, Mystery, Thriller",4.3,6.0,Adi Irani,Shiva Rindani,Shweta Bhardwaj,Gulshan Grover
Rasa Yatra,2012.0,50.0,"Documentary, History",7.6,50.0,Param Tomanec,,,
Rasan Piya,2015.0,80.0,"Documentary, Biography, Music",8.5,13.0,Niharika Popli,,,
Rashtraputra,2018.0,122.0,"Action, Biography, Drama",5.7,23.0,Megastar Maharishi Aazaad,Megastar Maharishi Aazaad,Rakesh Bedi,Abhay Bhargava
Ratan,1944.0,118.0,"Musical, Romance",7.2,30.0,M. Sadiq,Swaran Lata,Karan Dewan,Amir Banu
Raton Ki Rani (The Night Queen),2004.0,116.0,Horror,3.5,6.0,Kanti Shah,Sapna Sappu,Vinod Tripathi,Amit Pachori
Ravan Raaj: A True Story,1995.0,153.0,"Action, Crime, Thriller",5.9,112.0,Rama Rao Tatineni,Ishrat Ali,Mithun Chakraborty,Jack Gaud
Reason,2018.0,261.0,Documentary,9.1,125.0,Anand Patwardhan,,,
Rebellious Flower,2016.0,110.0,"Biography, Drama",6.8,241.0,Krishan Hooda,Prince Shah,Shashank Singh,Mantra Mugdh
Red Alert: The War Within,2009.0,120.0,"Action, Drama, Thriller",6.4,339.0,Ananth Narayan Mahadevan,Sunil Shetty,Sameera Reddy,Ashish Vidyarthi
Red Ant Dream,2013.0,120.0,Documentary,7.2,23.0,Sanjay Kak,,,
Red Rose,1980.0,125.0,"Crime, Romance, Thriller",6.3,167.0,Bharathiraja,Rajesh Khanna,Poonam Dhillon,Aruna Irani
Red Swastik,2007.0,131.0,"Crime, Drama, Thriller",2.8,219.0,Vinod Pande,Sherlyn Chopra,Harsh Chhaya,Deepshikha Nagpal
Red: The Dark Side,2007.0,148.0,"Drama, Romance, Thriller",3.3,306.0,Vikram Bhatt,Aftab Shivdasani,Celina Jaitly,Amrita Arora
Rediscovering India,2017.0,124.0,Documentary,9.0,62.0,Meenal Dixit,Benny John,Benny John,Meenal Dixit
Redrum,2018.0,101.0,Thriller,3.9,28.0,Dhruv,Sourabh,Vibhav Roy,Saeeda Imtiaz
Refl3ct,2021.0,65.0,Sci-Fi,9.3,467.0,Nikhil Mahar,Vijay Mahar,Vijay Mahar,Nikhil Mahar
Regards & Peace,2020.0,89.0,Thriller,5.5,27.0,Sanjay Amar,Prashantt Guptha,Flora Saini,Sadhana Singh
Rehguzar,2006.0,125.0,Drama,5.9,45.0,Faruq Masudi,Jimmy Sheirgill,Saloni Aswani,Rakesh Bedi
Relax,2005.0,131.0,Thriller,3.2,8.0,Pradeep C. Shetty,Rohan,Daisy Bopanna,Ali
Remember Amnesia,2019.0,88.0,Comedy,7.7,29.0,Ravi Godse,Lisa Ann Walter,Tovah Feldshuh,Curtiss Cook
Reporter Raju,1962.0,138.0,"Action, Crime, Drama",5.2,11.0,Dwarka Khosla,Feroz Khan,Chitra,Jeevan Kala
Rescue,2019.0,80.0,Drama,4.5,18.0,Nayan Pachori,Rahul Thulasiram,Sreejita De,Ishita Ganguly
Resham Ki Dori,1974.0,139.0,"Drama, Family",7.0,49.0,Atma Ram,Saira Banu,Dharmendra,Kumud Chuggani
Reshma Aur Shera,1971.0,158.0,"Drama, Musical, Romance",6.8,204.0,Sunil Dutt,Waheeda Rehman,Sunil Dutt,Rakhee Gulzar
Reshma Aur Sultaan,2002.0,82.0,Action,4.9,10.0,S. Kumar,Hemant Birje,Dharmendra,Shakti Kapoor
Return of Hanuman,2007.0,110.0,"Animation, Action, Adventure",7.2,693.0,Anurag Kashyap,Raj Singh Jhinger,Malak Shah,
Return of Jewel Thief,1996.0,159.0,"Crime, Thriller",4.6,110.0,Ashok Tyagi,Ashok Kumar,Dev Anand,Dharmendra
Return of Robin Hood,1988.0,80.0,Drama,7.0,27.0,Tapan Sinha,Anil Chatterjee,Utpal Dutt,Rabi Ghosh
Reva,2018.0,159.0,Drama,8.4,692.0,Rahul Bhole,Vinit Kanojia,Bhairavi Athavle,Abhinay Banker
Revati,2005.0,145.0,Drama,5.1,34.0,Farogh Siddique,Kashmira Shah,Shreyas Talpade,Ayub Khan
Revenge of the Tigress,2001.0,105.0,Action,8.5,15.0,Kanti Shah,Sapna Sappu,Amit Pachori,Junior Johnny Lever
Ribbon,2017.0,106.0,"Drama, Family",6.9,604.0,Rackhee Sandilya,Kalki Koechlin,Sumeet Vyas,Pathy Aiyar
Right Yaaa Wrong,2010.0,135.0,"Crime, Drama, Mystery",6.4,895.0,Neeraj Pathak,Sunny Deol,Irrfan Khan,Isha Koppikar
Rihaee,1988.0,158.0,Drama,6.7,75.0,Aruna Raje,Vinod Khanna,Hema Malini,Naseeruddin Shah
Rikki-Tikki-Tavi,1979.0,78.0,Family,7.6,527.0,Nana Kldiashvili,Aleksandr Zguridi,Margarita Terekhova,Aleksey Batalov
Rise of the Zombie,2013.0,86.0,"Drama, Horror, Thriller",3.5,404.0,Luke Kenny,Devaki Singh,Luke Kenny,Kirti Kulhari
Rishte Naahte,1965.0,158.0,"Drama, Family",6.5,13.0,K.S. Gopalakrishnan,Raaj Kumar,Jamuna,Nutan
Rishtey,2002.0,164.0,"Action, Drama",4.6,921.0,Indra Kumar,Anil Kapoor,Karisma Kapoor,Shilpa Shetty Kundra
Risk,2007.0,155.0,"Action, Crime, Drama",6.6,559.0,Vishram Sawant,Vinod Khanna,Randeep Hooda,Tanushree Dutta
Risknamaa,2019.0,123.0,Thriller,7.0,20.0,Aarun Nagar,Garima Agarwal,Anupama,Parveen Bansala
Ritu,2014.0,129.0,"Drama, Romance",6.8,25.0,Manoj Adhikari,Raj Ballav Koirala,Malina Joshi,Reema Bishwokarma
Rivaaj,1972.0,117.0,Drama,6.7,11.0,T. Prakash Rao,Mala Sinha,Sanjeev Kumar,Shatrughan Sinha
Riwayat,2012.0,122.0,"Crime, Drama, Family",4.6,9.0,Vijay Patkar,Salil Ankola,Samapika Debnath,Saurabh Dubey
Riyasat,2014.0,80.0,Crime,6.4,44.0,Ashok Tyagi,Rajesh Khanna,Aryeman Ramsay,Raza Murad
RK/RKAY,2021.0,95.0,Drama,8.7,12.0,Rajat Kapoor,Rajat Kapoor,Mallika Sherawat,Ranvir Shorey
Road to Ladakh,2003.0,50.0,Drama,6.1,268.0,Ashvin Kumar,Deepak,Rimpoche Dorje,Thuptan Gelek
Road to Sangam,2009.0,135.0,"Drama, Thriller",7.4,764.0,Amit Rai,Paresh Rawal,Om Puri,Pawan Malhotra
Roam Rome Mein,2019.0,107.0,Drama,7.8,50.0,Tannishtha Chatterjee,Nawazuddin Siddiqui,Tannishtha Chatterjee,Valentina Corti
Roar: Tigers of the Sundarbans,2014.0,123.0,"Action, Adventure, Sci-Fi",5.6,702.0,Kamal Sadanah,Aadil Chahal,Ahran Chaudhary,Pranay Dixit
Rock Dancer,1995.0,168.0,"Crime, Drama, Musical",4.2,45.0,V. Menon,Kamal Sadanah,Ritu Shivpuri,Ronit Roy
Rocky,1981.0,151.0,"Action, Romance",6.9,593.0,Sunil Dutt,Sanjay Dutt,Reena Roy,Tina Ambani
Rocky,2006.0,125.0,"Action, Drama, Romance",3.9,317.0,Suresh Krishna,Zayed Khan,Isha Sharvani,Minissha Lamba
Rog,2005.0,115.0,"Mystery, Romance, Thriller",5.2,484.0,Himanshu Brahmbhatt,Irrfan Khan,Ilene Hamann,Himanshu Malik
Rokkk,2010.0,180.0,"Drama, Horror, Mystery",4.2,125.0,Rajesh Ranshinge,Tanushree Dutta,Udita Goswami,Shaad Randhawa
Rolling in Money,1988.0,139.0,Comedy,6.9,365.0,Kawal Sharma,Naseeruddin Shah,Poonam Dhillon,Mandakini
Romeo N Bullet,2017.0,116.0,Drama,4.2,5.0,Aditya Kumar,Vije Bhatia,RajKumar,
Roohani Taaqat,1991.0,119.0,Horror,3.9,28.0,Mohan Bhakri,Shagufta Ali,Ratan Aulakh,Rana Jung Bahadur
Roohi,1981.0,135.0,"Action, Drama, Romance",2.6,7.0,S.U. Syed,Zarina Wahab,Mazhar Khan,Asif Akbar
Room: The Mystery,2015.0,90.0,Thriller,3.5,31.0,Faisal Khan,Atif Jamil,Ibra Khan,Roselyn Dsouza
Roop Ki Rani Choron Ka Raja,1993.0,190.0,"Action, Drama, Musical",4.9,864.0,Satish Kaushik,Anil Kapoor,Sridevi,Anupam Kher
Rootha Na Karo,1970.0,125.0,"Drama, Comedy, Family",6.1,21.0,Sunder Dar,Shashi Kapoor,Nanda,Kumari Naaz
Roshni,2018.0,45.0,"Documentary, Family",6.2,186.0,Anshul Adhikari,Nazneen Bhatia,Roshni,Vandana Shiva
Roti,1974.0,120.0,"Drama, Romance, Thriller",6.8,461.0,Manmohan Desai,Rajesh Khanna,Mumtaz,Nirupa Roy
Roti,1942.0,153.0,Drama,6.3,30.0,Mehboob Khan,Chandra Mohan,Sheikh Mukhtar,Sitara Devi
Roti Kapada Aur Makaan,1974.0,159.0,"Action, Drama, Musical",6.9,739.0,Manoj Kumar,Manoj Kumar,Shashi Kapoor,Zeenat Aman
Roti Kee Keemat,1990.0,130.0,"Action, Crime, Drama",5.8,30.0,Ramesh Ahuja,Somesh Agarwal,Sadashiv Amrapurkar,Rana Jung Bahadur
Rough Book,2016.0,100.0,Drama,6.8,193.0,Ananth Narayan Mahadevan,Tannishtha Chatterjee,Mukesh Hariawala,Amaan f Khan
Rowdy Inspector,1992.0,143.0,"Action, Drama",6.0,115.0,Gopal B.,Nandamuri Balakrishna,Annapoorna,Brahmanandam
Ru-Ba-Ru,2008.0,120.0,"Drama, Romance, Thriller",5.5,251.0,Arjun Bali,Randeep Hooda,Shahana Goswami,Rati Agnihotri
Rudaali,1993.0,128.0,Drama,7.2,489.0,Kalpana Lajmi,Rakhee Gulzar,Dimple Kapadia,Raj Babbar
Rudranetra,1989.0,126.0,"Action, Crime, Thriller",6.5,71.0,K. Raghavendra Rao,Chiranjeevi,Brahmanandam,Nuthan Prasad
Rui Ka Bojh,1997.0,117.0,Drama,7.7,215.0,Subhash Agrawal,Pankaj Kapur,Reema Lagoo,Raghuvir Yadav
Rukh,2017.0,106.0,"Drama, Mystery",6.4,596.0,Atanu Mukherjee,Manoj Bajpayee,Smita Tambe,Adarsh Gourav
Run Bhuumi - Champs Don't Cry,2015.0,107.0,Family,5.7,7.0,Prashant Singh Rathore,Himani Attri,Mansoob Haider,Hema Singh
Run Zindagi Run,2020.0,152.0,"Action, Crime, Thriller",7.5,8.0,Dinesh Parihar,Nitesh Shrivastava,Nidhi Shrivastava,Lokesh Gorker
Rungoli,1962.0,136.0,"Musical, Drama, Family",6.5,13.0,Amar Kumar,Kishore Kumar,Vyjayanthimala,Jeevan
Runway: Love Among Gun Shots...,2009.0,102.0,"Action, Crime, Drama",4.0,23.0,Praful Tiwari,Sunil Tiwari,Amarjeet,Tulip Joshi
Rupa's Boutique,2017.0,52.0,Documentary,7.7,7.0,Glória Halász,,,
Rupaye Dus Karod,1991.0,149.0,"Action, Drama, Thriller",5.4,25.0,Sikander Bharti,Rajesh Khanna,Chunky Panday,Amrita Singh
Rush,2012.0,110.0,"Crime, Thriller",3.7,837.0,Shamin Desai,Emraan Hashmi,Sagarika Ghatge,Neha Dhupia
Rustom,1982.0,139.0,Drama,6.3,23.0,Dara Singh,Dara Singh,Tanuja,Sohrab Modi
Rustom Kaun,1966.0,131.0,"Action, Adventure",6.2,8.0,Dharam Kumar,Randhawa,Malika,Tiger Joginder
Rustom Sohrab,1967.0,144.0,"Action, Adventure, Drama",6.2,23.0,Vishram Bedekar,Prithviraj Kapoor,Suraiya,Prem Nath
Rustom-E-Hind,1965.0,135.0,,6.8,12.0,Kedar Kapoor,Mumtaz,Dara Singh,Bihari
Rustom-E-Rome,1964.0,106.0,"Action, Adventure, Drama",6.4,5.0,Radhakant,Dara Singh,Azaad Irani,Vijaya Choudhury
S. P. Parasuram,1994.0,140.0,"Action, Drama",5.7,98.0,Ravi Raja Pinisetty,Chiranjeevi,Sridevi,Harish
S.P. Chauhan,2019.0,136.0,Drama,5.4,348.0,Manoj K. Jha,Jimmy Sheirgill,Yuvika Chaudhary,Yashpal Sharma
Saagar,1985.0,186.0,"Drama, Romance",7.1,919.0,Ramesh Sippy,Rishi Kapoor,Kamal Haasan,Dimple Kapadia
Saaheb,1985.0,150.0,Drama,7.2,474.0,Anil Ganguly,Rakhee Gulzar,Anil Kapoor,Amrita Singh
Saajan Bina Suhagan,1978.0,121.0,"Crime, Drama, Family",6.4,42.0,Saawan Kumar Tak,Nutan,Vinod Mehra,Shreeram Lagoo
Saajan Ka Ghar,1994.0,153.0,Drama,4.9,134.0,Surendra Kumar Bohra,Rishi Kapoor,Juhi Chawla,Deepak Tijori
Saanch Ko Aanch Nahin,1979.0,138.0,"Drama, Family",6.3,13.0,Satyen Bose,Arun Govil,Madhu Kapoor,Sunder
Saanjh,2017.0,109.0,"Drama, Family",8.2,173.0,Ajay K Saklani,Asif Basra,Tanu Bhardwaj,Aditi Charak
Saanncha,2008.0,110.0,Drama,5.8,12.0,Aloknath Dixit,Sudha Chandran,Amin Gazi,Archanna Guptaa
Saansein: The Last Breath,2016.0,101.0,"Horror, Romance",3.1,143.0,Rajiv S. Ruia,Sonarika Bhadoria,Aamir Dalvi,Rajniesh Duggall
Saari Raat,2015.0,83.0,Drama,5.6,23.0,Aparna Sen,Ritwick Chakraborty,Anjan Dutt,Konkona Sen Sharma
Saat Hindustani,1969.0,144.0,"Action, Adventure, Drama",6.5,197.0,Khwaja Ahmad Abbas,Utpal Dutt,Jalal Agha,Anwar Ali
Saat Rang Ke Sapne,1998.0,171.0,"Drama, Romance",5.9,96.0,Priyadarshan,Arvind Swamy,Juhi Chawla,Farida Jalal
Saat Uchakkey,2016.0,139.0,Comedy,5.7,760.0,Sanjeev Sharma,Manoj Bajpayee,Vijay Raaz,Aditi Sharma
Saath Saath,1982.0,117.0,Drama,7.1,264.0,Raman Kumar,Deepti Naval,Farooq Shaikh,Satish Shah
Saathi,1968.0,156.0,"Drama, Romance",7.2,73.0,C.V. Sridhar,Vyjayanthimala,Rajendra Kumar,Simi Garewal
Saathi,1991.0,175.0,"Action, Crime, Drama",6.2,183.0,Mahesh Bhatt,Aditya Pancholi,Mohsin Khan,Varsha Usgaonkar
Saatwan Aasman,1992.0,130.0,Drama,5.1,75.0,Mahesh Bhatt,Vivek Mushran,Pooja Bhatt,Avtar Gill
Saavi: A Bonded Bride,2015.0,150.0,Drama,6.7,9.0,Rajeev Kumar,Jaspinder Cheema,Manni Boparai,Daljinder Basran
Saaya,1989.0,180.0,Horror,5.1,15.0,Keshu Ramsay,Shatrughan Sinha,Poonam Dhillon,Danny Denzongpa
Saaya,2003.0,135.0,"Drama, Fantasy, Mystery",5.8,913.0,Anurag Basu,John Abraham,Tara Sharma,Mahima Chaudhry
Saaz Aur Awaaz,1966.0,135.0,"Drama, Mystery, Romance",5.1,11.0,Subodh Mukherji,Joy Mukherjee,Saira Banu,Mumtaz Begum
Saazish,1975.0,132.0,"Action, Crime, Thriller",5.7,43.0,Kalidas,Saira Banu,Dharmendra,Dev Kumar
Saazish,1998.0,140.0,Drama,4.8,19.0,Sudhir R. Nair,Ishrat Ali,Pooja Batra,Vikas Bhalla
Sab Kushal Mangal,2020.0,132.0,Romance,4.4,215.0,Karan Vishwanath Kashyap,Akshaye Khanna,Priyaank Sharma,Riva Kishan
Sabki Bajegi Band,2015.0,108.0,"Comedy, Drama",3.5,68.0,Anirudh Chawla,Swara Bhaskar,Shaurya Chauhan,Jhanvi Desai
Saboot,1980.0,132.0,"Mystery, Thriller",6.5,80.0,Shyam Ramsay,Tulsi Ramsay,Navin Nischol,Vidya Sinha
Saboot Mangta Hain Kanoon,1994.0,144.0,"Action, Drama",3.4,8.0,Suraj Prakash,Raj Babbar,Anita Raj,Shashi Kapoor
Sabrang,2017.0,54.0,Drama,6.9,8.0,Bharti Niranjan,Sonia Albizuri,Ekaansh Bhaardwaaj,Jeet Raidutt
Sabse Bada Rupaiya,1976.0,135.0,Comedy,6.8,42.0,S. Ramanathan,Mehmood,Vinod Mehra,Moushumi Chatterjee
Sabse Badi Ganga Ki Saugandh,2003.0,114.0,Action,2.9,7.0,K.I. Sheikh,Hemant Birje,Dharmendra,Gautam
Sabuj Dwiper Raja,1979.0,109.0,"Adventure, Drama, Family",7.5,76.0,Tapan Sinha,Samit Bhanja,Arunava Adhikari,Lily Chakravarty
Sachaa Jhutha,1970.0,143.0,"Action, Comedy, Thriller",6.7,256.0,Manmohan Desai,Rajesh Khanna,Mumtaz,Vinod Khanna
Sachaai,1969.0,160.0,"Drama, Comedy, Action",7.3,59.0,K. Shankar,Shammi Kapoor,Sadhana,Sanjeev Kumar
Sachai Ki Taqat,1989.0,135.0,"Action, Drama",4.5,39.0,Rama Rao Tatineni,Bob Christo,Dharmendra,Govinda
Sacred Evil,2006.0,109.0,Drama,5.8,25.0,Abhigyan Jha,Abhiyan Rajhans,Sarika,Lynsey Pow
Sadhna,1958.0,137.0,Drama,7.2,66.0,B.R. Chopra,Vyjayanthimala,Sunil Dutt,Radhakrishan
Sadhu,2012.0,90.0,"Documentary, Adventure, Music",6.8,59.0,Gaël Métroz,Suraj Baba,,
Sadhu Aur Shaitaan,1968.0,155.0,"Comedy, Thriller",6.6,133.0,A. Bhimsingh,Mehmood,Bharathi,Kishore Kumar
Sadiyaan: Boundaries Divide... Love Unites,2010.0,200.0,"Drama, Romance",4.5,75.0,Raj Kanwar,Rekha,Hema Malini,Javed Sheikh
Safar,1970.0,137.0,"Drama, Romance",7.2,364.0,Asit Sen,Rajesh Khanna,Sharmila Tagore,Feroz Khan
Sagai,1951.0,129.0,Drama,6.1,10.0,Harnam Singh Rawail,Prem Nath,Rehana,Hiralal
Sagar Sangam,1988.0,120.0,Drama,6.4,27.0,Dulal Guha,Mithun Chakraborty,Shatrughan Sinha,Padmini Kolhapure
Sahara,1958.0,135.0,"Drama, Family",5.6,17.0,Lekhraj Bhakri,Meena Kumari,M. Rajan,Kuldip Kaur
Sahasa Veerudu Sagara Kanya,1996.0,139.0,"Action, Adventure, Fantasy",6.0,151.0,K. Raghavendra Rao,Venkatesh Daggubati,Shilpa Shetty Kundra,Malasri
Sahasam,2013.0,150.0,"Action, Adventure",6.6,963.0,Chandra Sekhar Yeleti,Tottempudi Gopichand,Taapsee Pannu,Shakti Kapoor
Saheb Biwi Aur Gangster 3,2018.0,140.0,"Action, Crime, Drama",4.4,744.0,Tigmanshu Dhulia,Sanjay Dutt,Jimmy Sheirgill,Mahie Gill
Sahhas,1981.0,133.0,Action,4.7,15.0,Ravikant Nagaich,Mithun Chakraborty,Rati Agnihotri,Madan Puri
Sahi Dhandhe Galat Bande,2011.0,119.0,"Action, Comedy, Drama",4.8,263.0,Parvin Dabas,Anupam Kher,Sharat Saxena,Udit Khurana
Sahibaan,1993.0,133.0,"Romance, Drama",5.7,191.0,Ramesh Talwar,Rishi Kapoor,Sanjay Dutt,Madhuri Dixit
Sai Teri Maya,2001.0,115.0,Drama,8.4,5.0,S.P. Balasubrahmanyam,Nagma,Rami Reddy,
Sainika,2002.0,150.0,"Action, Drama",6.7,18.0,K. Mahesh Sukhadhare,Doddanna,Nataraj Enigi,Raj Gupta
Sajan,1969.0,147.0,"Comedy, Mystery, Romance",7.1,61.0,Mohan Segal,Asha Parekh,Manoj Kumar,Om Prakash
Sajna Saath Nibhana,1986.0,132.0,Drama,4.1,9.0,Jwalamukhi,Danish Khan,Neelu,Nutan
Sakalakala Vallavan,1982.0,138.0,"Action, Comedy, Romance",6.6,223.0,S.P. Muthuraman,Kamal Haasan,Ambika,Silk Smitha
Salaakhen,1998.0,165.0,"Action, Drama",5.4,421.0,Guddu Dhanoa,Sunny Deol,Raveena Tandon,Anupam Kher
Salaakhen,1975.0,129.0,"Action, Thriller",5.8,62.0,A. Salaam,Shashi Kapoor,Sulakshana Pandit,Mehmood
Salaam Bacche,2007.0,77.0,"Drama, Family",5.8,36.0,Khalid Y. Batliwalla,Pratima V. Kulkarni,Meghan Jadhav,Ravi Behl
Salaam Zindagi,2017.0,120.0,Drama,6.4,9.0,Syed Hussain,Aziz Naser,Heena Shaik,Dheer Charan Srivastav
Salim Langde Pe Mat Ro,1989.0,111.0,"Crime, Drama",7.6,456.0,Saeed Akhtar Mirza,Pawan Malhotra,Makrand Deshpande,Ashutosh Gowariker
Sallu Ki Shaadi,2017.0,109.0,Romance,3.6,39.0,Mohammed Israr Ansari,Arvind Kasera,Zeenat Aman,Sandeep Anand
Salma Pe Dil Aa Gaya,1997.0,149.0,Drama,5.6,26.0,Saawan Kumar Tak,Ayub Khan,Saadhika,Milind Gunaji
Samadhan,1980.0,128.0,Drama,7.3,6.0,Jayanta Basu,Dipankar Dey,Rabi Ghosh,Uttam Kumar
Samadhi,1950.0,165.0,Drama,6.9,34.0,Ramesh Saigal,Ashok Kumar,Nalini Jaywant,Kuldip Kaur
Samadhi,1972.0,139.0,"Action, Drama, Romance",6.6,110.0,Prakash Mehra,Asha Parekh,Dharmendra,Jaya Bachchan
Samaj Ko Badal Dalo,1970.0,162.0,Drama,6.2,14.0,V. Madhusudan Rao,Sharada,Parikshit Sahni,Pran
Samar,1998.0,126.0,Drama,7.5,31.0,Shyam Benegal,Rajeshwari Sachdev,Rajit Kapoor,Ravi Jhankal
Samarasimha Reddy,1999.0,148.0,"Action, Drama",7.1,466.0,Gopal B.,Nandamuri Balakrishna,Simran,Anjala Zaveri
Samarat Prithviraj Chauvan,1959.0,145.0,"Adventure, History, Thriller",6.7,9.0,Harsukh Jagneshwar Bhatt,Paidi Jairaj,Anita Guha,Ulhas
Sameer,2017.0,129.0,Drama,5.4,219.0,Dakxin Bajrange,Mohd. Zeeshan Ayyub,Master Shubham Bajrange,Jay Bhatt
Sampark,1979.0,128.0,Drama,6.7,7.0,Inder Sen,Madhu Kapoor,Girish Karnad,Mazhar Khan
Sampoorna Mahabharat,1983.0,155.0,"Action, Adventure, Drama",7.8,10.0,Babubhai Mistry,Jayshree Gadkar,Arvind Kumar,Dinesh Mehta
Sampoorna Ramayana,1961.0,183.0,"Drama, Adventure, Action",7.4,49.0,Babubhai Mistry,Mahipal,Anita Guha,Sulochana Latkar
Samraat,1982.0,161.0,"Action, Adventure, Comedy",5.8,146.0,Mohan Segal,Dharmendra,Jeetendra,Hema Malini
Samrat Chandragupt,1958.0,105.0,"Adventure, Drama, History",6.1,15.0,Babubhai Mistry,Nirupa Roy,Bharat Bhushan,B.M. Vyas
Samson,1964.0,138.0,"Action, Adventure",6.0,20.0,Nanabhai Bhatt,Dara Singh,Ameeta,Feroz Khan
Samundar,1986.0,144.0,"Action, Crime, Drama",5.5,139.0,Rahul Rawail,Sunny Deol,Poonam Dhillon,Anupam Kher
Sanam,1997.0,152.0,"Action, Drama, Romance",4.8,87.0,Aziz Sejawal,Sanjay Dutt,Vivek Mushran,Manisha Koirala
Sanam Teri Kasam,2009.0,170.0,"Action, Drama, Romance",4.8,152.0,Lawrence D'Souza,Saif Ali Khan,Atul Agnihotri,Pooja Bhatt
Sandakozhi,2005.0,151.0,Action,6.9,594.0,N. Linguswamy,Vishal,Meera Jasmine,Raj Kiran
Sandwich,2006.0,152.0,"Comedy, Thriller",5.4,819.0,Anees Bazmee,Govinda,Raveena Tandon,Mahima Chaudhry
Sangdil,1952.0,150.0,"Drama, Mystery, Romance",7.3,96.0,R.C. Talwar,Madhubala,Dilip Kumar,Shammi
Sangdil Sanam,1994.0,156.0,"Drama, Romance",4.2,522.0,Shomu Mukherjee,Anand Balraj,Beena Banerjee,Kishore Anand Bhanushali
Sange Meel Se Mulaqat,1989.0,90.0,Documentary,8.1,22.0,Goutam Ghose,Bismillah Khan,Ain Rasheed Khan,
Sangeet,1992.0,144.0,"Drama, Romance",5.6,150.0,K. Viswanath,Madhuri Dixit,Jackie Shroff,Nitish Bharadwaj
Sangram,1950.0,139.0,Drama,6.7,30.0,Gyan Mukherjee,Ashok Kumar,Nalini Jaywant,Shashi Kapoor
Sangram,1993.0,156.0,"Drama, Romance",3.2,197.0,Lawrence D'Souza,Ajay Devgn,Ayesha Jhulka,Karisma Kapoor
Sanjh Aur Savera,1964.0,134.0,"Drama, Family",7.0,50.0,Hrishikesh Mukherjee,Meena Kumari,Guru Dutt,Mehmood
Sanjog,1943.0,122.0,"Comedy, Drama",6.9,13.0,Abdul Rashid Kardar,Noor Mohammad Charlie,Anwar Hussain,Mehtab
Sanjog,1972.0,150.0,"Comedy, Drama, Family",6.2,133.0,S.S. Balan,Mala Sinha,Amitabh Bachchan,Aruna Irani
Sanjog,1985.0,148.0,Drama,7.0,85.0,K. Viswanath,Jeetendra,Jaya Prada,Vinod Mehra
Sankat City,2009.0,120.0,"Comedy, Crime, Drama",6.2,609.0,Pankaj Advani,Kay Kay Menon,Rimi Sen,Anupam Kher
Sankham,2009.0,155.0,"Action, Comedy",5.0,136.0,Siva,Tottempudi Gopichand,Trisha Krishnan,Chandramohan
Sankoch,1976.0,113.0,"Drama, Romance",6.4,18.0,Anil Ganguly,Jeetendra,Sulakshana Pandit,Vikram Makandar
Sannata,1981.0,125.0,"Horror, Mystery",6.6,42.0,Shyam Ramsay,Tulsi Ramsay,Vijay Arora,Birbal
Sanshodhan,1996.0,165.0,Drama,7.3,67.0,Govind Nihalani,Manoj Bajpayee,Vanya Joshi,Kishore Kadam
Sant Dnyaneshwar,1940.0,139.0,Fantasy,7.9,45.0,Vishnupant Govind Damle,Sheikh Fattelal,Shahu Modak,Datta Dharmadhikari
Sant Dnyaneshwar,1940.0,137.0,Biography,8.1,9.0,Vishnupant Govind Damle,Sheikh Fattelal,Shahu Modak,Datta Dharmadhikari
Sant Gyaneshwar,1982.0,129.0,"Biography, History",6.5,10.0,Sudhir Dalvi,Kanan Kaushal,Mahesh Kothare,Dev Kumar
Sant Tukaram,1937.0,131.0,Biography,6.7,229.0,Vishnupant Govind Damle,Sheikh Fattelal,Vishnupant Pagnis,Gauri
Santa Banta Pvt Ltd,2016.0,112.0,"Comedy, Crime, Drama",2.8,247.0,Akashdeep,Boman Irani,Vir Das,Neha Dhupia
Santaan,1993.0,161.0,"Drama, Family",5.8,40.0,Narayana Rao Dasari,Jeetendra,Moushumi Chatterjee,Deepak Tijori
Santosh,1989.0,146.0,"Drama, Family",6.7,37.0,Balbir Wadhawan,Manoj Kumar,Nirupa Roy,Rakhee Gulzar
Santosham,2002.0,150.0,"Drama, Romance",7.1,545.0,Dasaradh,Dasharth,Nagarjuna Akkineni,Shriya Saran
Sanyasi,1975.0,155.0,Drama,6.8,62.0,Sohanlal Kanwar,Manoj Kumar,Hema Malini,Prem Nath
Sapne Saajan Ke,1992.0,162.0,"Drama, Romance",3.3,141.0,Lawrence D'Souza,Jackie Shroff,Dimple Kapadia,Karisma Kapoor
Sapnon Ka Saudagar,1968.0,168.0,Romance,7.2,80.0,Mahesh Kaul,Raj Kapoor,Hema Malini,Jayant
Sara Akash,1969.0,100.0,Drama,7.2,60.0,Basu Chatterjee,Madhu Chakravarty,Rakesh Pandey,Dina Pathak
Sarabha,2018.0,137.0,Fantasy,6.8,65.0,N. Narasimharao,Narsimha Rao,Aakash Kumar Sehdev,Mishti
Sarala,1936.0,157.0,,6.4,9.0,Premankur Atorthy,Rattan Bai,M. Kumar,I.A. Hafizji
Saranga,1961.0,130.0,"Action, Drama, Romance",4.5,24.0,Dhirubhai Desai,Sudesh Kumar,Jayshree Gadkar,Nilofar
Saraswathi Sabatham,1966.0,159.0,"Comedy, Drama, Fantasy",7.3,117.0,A.P. Nagarajan,Shivaji Ganesan,Gemini Ganesan,Devika
